trainer_id	trainer_name	trainer_class	team_variant	role	location	battle_order_index	difficulty_mode	battle_format	field_effect	roster_size	level_mode	level_min	level_max	roster	roster_species	n_unresolved_species	uses_held_items	n_mega	offensive_types	cannot_hit_neutral	type_resists_whole_team	shared_weaknesses	speed_fastest	speed_slowest	speed_median	source_file	confidence	notes
Team Aqua:GRUNT:1	GRUNT	Team Aqua	NONE	Team Aqua	Petalburg Woods	1	NORMAL (MGM off)	single	NONE	2	scales_to_player	UNK	UNK	Poochyena:Player's Highest Lv -2:Adamant:Quick Feet:NONE:NONE:NONE:Bite;Tackle|Carvanha:Player's Highest Lv -2:Adamant:Rough Skin:NONE:NONE:NONE:Aqua Jet;Bite	261,318	0	False	0	Dark,Normal,Water	NONE	NONE	Fighting:2,Bug:2,Fairy:2,Grass:1,Electric:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:GRUNT:11	GRUNT	Team Aqua	NONE	Team Aqua	Whismur Cave	11	NORMAL (MGM off)	single	MISTY TERRAIN	3	mixed	UNK	UNK	Glameow:Player's Highest Lv -2:Hardy:Own Tempo:Silk Scarf:NONE:NONE:Fake Out;Knock Off;U-turn;Facade|Mightyena:Player's Highest Lv -2:Adamant:Intimidate:Muscle Band:NONE:NONE:Bite;Sucker Punch;Fire Fang;Thunder Fang|Rusturf Tunnel:UNK:Calm:Gluttony:NONE:NONE:NONE:Psybeam;Grass Knot;Flash;Icy Wind	431,262,325	0	True	0	Bug,Dark,Electric,Fire,Grass,Ice,Normal,Psychic	NONE	NONE	Fighting:2,Bug:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Unresolved	NONE
Team Aqua:GRUNT1:24	GRUNT1	Team Aqua	NONE	Team Aqua	Slateport Museum	24	NORMAL (MGM off)	single	NONE	1	fixed	30	30	Lokix:30:Adamant:Tinted Lens:Muscle Band:NONE:NONE:First Impression;Lunge;Assurance;Double Kick	1304	0	True	0	Bug,Dark,Fighting	Fairy	Fairy	Flying:1,Rock:1,Bug:1,Fire:1,Fairy:1	69	69	69	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:BACK TO BACK:24	BACK TO BACK	Team Aqua	NONE	Team Aqua	UNK	24	NORMAL (MGM off)	single	NONE	4	fixed	28	30	Qwilfish:28:Jolly:Intimidate:Wacan Berry:NONE:NONE:Barb Barrage;Waterfall;Aqua Jet;Revenge|Golisopod:30:Adamant:Emergency Exit:Muscle Band:NONE:NONE:First Impression;Razor Shell;Aqua Jet;Leech Life|Palpitoad:28:Timid:Water Absorb:Eviolite:NONE:NONE:Bubble Beam;Icy Wind;Mud Bomb;Uproar|Qwilfish-Hisui:28:Jolly:Intimidate:Shuca Berry:NONE:NONE:Barb Barrage;Throat Chop;Fell Stinger;Flip Turn	211,768,536,998	0	True	0	Bug,Dark,Fighting,Ground,Ice,Normal,Poison,Water	NONE	NONE	Ground:2,Electric:2	67	38	62	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:ADMIN MATT:37	ADMIN MATT	Team Aqua	NONE	Team Aqua	Weather Institute	37	NORMAL (MGM off)	double	NONE	3	fixed	64	64	Machamp-Mega:64:Adamant:ORAORAORAORA:Machampite:6 HP / 252 Atk / 252 Spe:NONE:Mach Punch;Drain Punch;Thunder Punch;Fire Punch|Ogerpon-Wellspring:64:Jolly:Water Absorb:Wellspring Mask:6 HP / 252 Atk / 252 Spe:NONE:Ivy Cudgel;Horn Leech;Throat Chop;Play Rough|Greninja-Bond:64:Timid:Battle Bond:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Dark Pulse;Surf;Ice Beam;Grass Knot	1500,1417,1112	0	True	0	Dark,Electric,Fairy,Fighting,Fire,Grass,Ice,Water	NONE	NONE	Flying:2,Bug:2,Fairy:2	243	161	225	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:GRUNT 2:37	GRUNT 2	Team Aqua	NONE	Team Aqua	UNK	37	NORMAL (MGM off)	double	NONE	3	fixed	63	63	Armaldo:63:Adamant:Skill Link:Passho Berry:6 HP / 252 Atk / 252 Spe:NONE:Rock Blast;Pin Missile;Swords Dance;Stomping Tantrum|Starmie:63:Timid:Illuminate:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Hydro Pump;Psychic;Ice Beam;Thunder|Iron Jugulis:63:Timid:Quark Drive:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Air Slash;Dark Pulse;Dragon Pulse;Earth Power	348,121,1385	0	True	0	Bug,Dark,Dragon,Electric,Flying,Ground,Ice,Psychic,Rock,Water	NONE	NONE	Rock:2,Electric:2	229	120	220	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:ADMIN SHELLY:49	ADMIN SHELLY	Team Aqua	NONE	Team Aqua	Weather Institute	49	NORMAL (MGM off)	single	NONE	6	fixed	64	64	Huntail:64:Jolly:Defiant:White Herb:6 HP / 252 Atk / 252 Spe:NONE:Wave Crash;Crunch;Ice Fang;Shell Smash|Keldeo-Resolute:64:Timid:Sharpness:Choice Specs:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA:Secret Sword;Air Slash;Hydro Pump;Hidden Power Grass|Haxorus:64:Jolly:Mold Breaker:Lum Berry:6 HP / 252 Atk / 252 Spe:NONE:Dual Chop;Earthquake;Poison Jab;Dragon Dance|Decidueye:64:Jolly:Tinted Lens:Assault Vest:6 HP / 252 Atk / 252 Spe:NONE:Shadow Sneak;Spirit Shackle;Leaf Blade;Thousand Arrows|Braviary-Hisui:64:Modest:Sheer Force:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Psychic;Air Slash;Heat Wave;Roost|Gyarados-Mega:64:Jolly:Mold Breaker:Gyaradosite:6 HP / 252 Atk / 252 Spe:NONE:Aqua Tail;Crunch;Earthquake;Dragon Dance	367,1106,612,724,1004,917	0	True	0	Dark,Dragon,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Water	NONE	NONE	Electric:4,Fairy:4,Grass:3,Ice:3	223	144	195	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:ARCHIE:62	ARCHIE	Team Aqua	NONE	Team Aqua	Aqua Hideout	62	NORMAL (MGM off)	single	NONE	6	fixed	74	74	Overqwil:74:Jolly:Intimidate:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Toxic Spikes;Haze;Barb Barrage;Throat Chop|Basculegion:74:Adamant:Adaptability:Assault Vest:6 HP / 252 Atk / 252 Spe:NONE:Spirit Shackle;Wave Crash;Superpower;Shadow Sneak|Eelektross:74:Timid:Levitate:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Thunderbolt;Flamethrower;Dragon Pulse;Thunderclap|Poliwrath:74:Jolly:Water Absorb:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Surging Strikes;Close Combat;Poison Jab;Jet Punch|Iron Bundle:74:Timid:Quark Drive:Booster Energy:6 HP / 252 SpA / 252 Spe:30 SpA / 30 SpD / 30 Spe:Hydro Pump;Ice Beam;Freeze-Dry;Hidden Power Flying|Sharpedo-Mega:74:Jolly:Strong Jaw:Sharpedonite:6 HP / 252 Atk / 252 Spe:NONE:Crunch;Psychic Fangs;Aqua Jet;Aqua Fang	904,902,604,62,1383,936	0	True	0	Dark,Dragon,Electric,Fighting,Fire,Ghost,Ice,Normal,Poison,Psychic,Water	NONE	NONE	Grass:4,Electric:4	302	162	207	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:ADMIN SHELLY:75	ADMIN SHELLY	Team Aqua	NONE	Team Aqua	Seafloor Cavern	75	NORMAL (MGM off)	single	NONE	1	fixed	80	80	Keldeo-Resolute:80:Timid:Sharpness:Life Orb:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA:Secret Sword;Air Slash;Hydro Pump;Hidden Power Grass	1106	0	True	0	Fighting,Flying,Normal,Water	NONE	NONE	Flying:1,Grass:1,Electric:1,Psychic:1,Fairy:1	278	278	278	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:BACK TO BACK:75	BACK TO BACK	Team Aqua	NONE	Team Aqua	UNK	75	NORMAL (MGM off)	single	NONE	7	fixed	80	80	Decidueye:80:Jolly:Tinted Lens:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Shadow Sneak;Spirit Shackle;Leaf Blade;Thousand Arrows|Goodra-Hisui:80:Calm:Sap Sipper:Assault Vest:252 HP / 6 SpA / 252 SpD:NONE:Dragon Pulse;Thunderbolt;Flash Cannon;Ice Beam|Gyarados-Mega:80:Jolly:Mold Breaker:Gyaradosite:6 HP / 252 Atk / 252 Spe:NONE:Aqua Tail;Crunch;Earthquake;Dragon Dance|Froslass:80:Jolly:Stakeout:Wide Lens:6 HP / 252 Atk / 252 Spe:NONE:Triple Axel;Poltergeist;Ice Shard;Wake-Up Slap|Greninja-Bond:80:Timid:Battle Bond:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Dark Pulse;Surf;Ice Beam;Grass Knot|Dragonite:80:Jolly:Multiscale:Heavy-Duty Boots:6 HP / 252 Atk / 252 Spe:NONE:Dragon Claw;Dual Wingbeat;Earthquake;Dragon Dance|Machamp-Mega:80:Adamant:ORAORAORAORA:Machampite:6 HP / 252 Atk / 252 Spe:NONE:Mach Punch;Drain Punch;Thunder Punch;Fire Punch	724,1006,917,478,1112,149,1500	0	True	0	Dark,Dragon,Electric,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Steel,Water	NONE	NONE	Fairy:4	302	125	229	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Aqua:ARCHIE:88	ARCHIE	Team Aqua	NONE	Team Aqua	Seafloor Cavern	88	NORMAL (MGM off)	double	NONE	6	fixed	80	80	Iron Bundle:80:Timid:Quark Drive:Booster Energy:6 HP / 252 SpA / 252 Spe:30 SpA / 30 SpD / 30 Spe:Hydro Pump;Icy Wind;Freeze-Dry;Hidden Power Flying|Golurk:80:Adamant:No Guard:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Dynamic Punch;Poltergeist;Stone Edge;Headlong Rush|Eelektross:80:Timid:Fatal Precision:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Thunderbolt;Flamethrower;Dragon Pulse;Thunderclap|Quaquaval:80:Jolly:Moxie:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Aqua Step;Close Combat;Ice Spinner;Brave Bird|Sharpedo-Mega:80:Jolly:Strong Jaw:Sharpedonite:6 HP / 252 Atk / 252 Spe:NONE:Crunch;Psychic Fangs;Aqua Jet;Aqua Fang|Kyogre-Primal:80:Timid:Primordial Sea:Blue Orb:6 HP / 252 SpA / 252 Spe:NONE:Origin Pulse;Thunder;Ice Beam;Water Spout	1383,623,604,1297,936,954	0	True	0	Dark,Dragon,Electric,Fighting,Fire,Flying,Ghost,Ground,Ice,Normal,Psychic,Rock,Water	NONE	NONE	Grass:5,Electric:4	326	168	241	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Magma:GRUNT 2:1	GRUNT 2	Team Magma	NONE	Team Magma	Mt. Chimney	1	NORMAL (MGM off)	double	NONE	3	fixed	42	43	Cradily:42:Modest:Storm Drain:Chople Berry:6 HP / 252 SpA / 252 Spe:NONE:Power Gem;Giga Drain;Earth Power;Sludge Bomb|Bombirdier:42:Jolly:Rocky Payload:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Knock Off;Dual Wingbeat;Sucker Punch;Rock Slide|Iron Thorns:43:Adamant:Solid Rock:Air Balloon:6 HP / 252 Atk / 252 Spe:NONE:Rock Slide;Supercell Slam;Ice Punch;Accelerock	346,1350,1387	0	True	0	Dark,Electric,Flying,Grass,Ground,Ice,Poison,Rock	NONE	NONE	Fighting:2,Ice:2	124	80	107	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Magma:ADMIN COURTNEY:1	ADMIN COURTNEY	Team Magma	NONE	Team Magma	UNK	1	NORMAL (MGM off)	double	NONE	3	fixed	43	43	Centiskorch-Mega:43:Jolly:Mountaineer:Centiskite:6 HP / 252 Atk / 252 Spe:NONE:Fire Lash;Crunch;Power Whip;X-Scissor|Serperior:43:Timid:Contrary:Focus Sash:NONE:30 Spe:Leaf Storm;Glare;Dragon Pulse;Hidden Power Ice|Tauros-Paldea-Blaze:43:Jolly:Intimidate:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Stone Edge;Raging Bull;Close Combat;Zen Headbutt	1519,497,1403	0	True	0	Bug,Dark,Dragon,Fighting,Fire,Grass,Normal,Psychic,Rock	NONE	NONE	Flying:3,Water:2	144	126	129	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Magma:ADMIN TABITHA:13	ADMIN TABITHA	Team Magma	NONE	Team Magma	Mt. Chimney	13	NORMAL (MGM off)	single	NONE	5	fixed	43	44	Emboar:44:Adamant:Bull Rush:Muscle Band:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Jump Kick;Sucker Punch;Earthquake|Arcanine-Hisui:43:Jolly:Rock Head:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Head Smash;Accelerock;Wild Charge|Conkeldurr:43:Adamant:Sheer Force:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Low Sweep;Mach Punch;Ice Punch;Bulk Up|Salazzle:43:Timid:Corrosion:Air Balloon:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA:Flamethrower;Toxic;Sludge Bomb;Hidden Power Grass|Houndoom-Mega:44:Timid:Dark Aura:Houndoominite:6 HP / 252 SpA / 252 Spe:NONE:Flamethrower;Dark Pulse;Sludge Bomb;Scorching Sands	500,994,534,758,925	0	True	0	Dark,Electric,Fighting,Fire,Ground,Ice,Normal,Poison,Rock	NONE	NONE	Ground:4,Water:4,Rock:3,Psychic:3	161	84	134	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Magma:MAXIE:25	MAXIE	Team Magma	NONE	Team Magma	Mt. Chimney	25	NORMAL (MGM off)	single	NONE	6	fixed	44	44	Gigalith:44:Adamant:Sturdy:Custap Berry:6 HP / 252 Atk / 252 Spe:NONE:Rock Slide;Earthquake;Explosion;Body Press|Cacturne:44:Mild:Water Absorb:Life Orb:6 Atk / 252 SpA / 252 Spe:NONE:Energy Ball;Sucker Punch;Dark Pulse;Scorching Sands|Coalossal:44:Relaxed:Steam Engine:Air Balloon:252 HP / 252 Def / 6 SpD:NONE:Flamethrower;Rock Slide;Will-O-Wisp;Scald|Hawlucha:44:Jolly:Unburden:White Herb:6 HP / 252 Atk / 252 Spe:NONE:Close Combat;Acrobatics;Swords Dance;Poison Jab|Chi-Yu:44:Timid:Beads of Ruin:Choice Specs:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA:Flamethrower;Dark Pulse;Psychic;Hidden Power Grass|Camerupt-Mega:44:Modest:Sheer Force:Cameruptite:NONE:NONE:Flamethrower;Ancient Power;Earth Power;Slack Off	526,332,839,701,1397,937	0	True	0	Dark,Fighting,Fire,Flying,Grass,Ground,Normal,Poison,Psychic,Rock,Water	NONE	NONE	Fighting:4,Ground:4,Water:4	165	36	81	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Magma:ADMIN COURTNEY:38	ADMIN COURTNEY	Team Magma	NONE	Team Magma	Magma Hideout	38	NORMAL (MGM off)	single	NONE	1	fixed	80	80	Talonflame:80:Jolly:Gale Wings:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Tailwind;Brave Bird;Flare Blitz;U-turn	663	0	True	0	Bug,Fire,Flying	NONE	NONE	Rock:1,Water:1,Electric:1	309	309	309	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Magma:BACK TO BACK:38	BACK TO BACK	Team Magma	NONE	Team Magma	UNK	38	NORMAL (MGM off)	single	NONE	7	fixed	80	80	Serperior:80:Timid:Contrary:Life Orb:6 HP / 252 SpA / 252 Spe:30 Spe:Leaf Storm;Glare;Dragon Pulse;Hidden Power Ice|Kommo-o:80:Timid:Overcoat:Throat Spray:6 HP / 252 SpA / 252 Spe:NONE:Clanging Scales;Aura Sphere;Flash Cannon;Clangorous Soul|Centiskorch-Mega:80:Jolly:Mountaineer:Centiskite:6 HP / 252 Atk / 252 Spe:NONE:Fire Lash;Leech Life;Knock Off;Power Whip|Pawmot:80:Jolly:Iron Fist:Punching Glove:6 HP / 252 Atk / 252 Spe:NONE:Drain Punch;Thunder Punch;Fire Punch;Ice Punch|Emboar:80:Jolly:Bull Rush:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Close Combat;Head Smash;Earthquake|Hydreigon:80:Timid:Levitate:Choice Specs:6 HP / 252 SpA / 252 Spe:NONE:Dark Pulse;Dragon Pulse;Flash Cannon;Hydro Pump|Houndoom-Mega:80:Timid:Dark Aura:Houndoominite:6 HP / 252 SpA / 252 Spe:NONE:Flamethrower;Fiery Wrath;Sludge Bomb;Scorching Sands	497,784,1519,1307,500,635,925	0	True	0	Bug,Dark,Dragon,Electric,Fighting,Fire,Grass,Ground,Ice,Normal,Poison,Rock,Steel,Water	NONE	NONE	Flying:4	290	202	260	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Team Magma:MAXIE:51	MAXIE	Team Magma	NONE	Team Magma	Magma Hideout	51	NORMAL (MGM off)	double	NONE	6	fixed	80	80	Incineroar:80:Jolly:Intimidate:Assault Vest:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Darkest Lariat;Flare Blitz;Bulldoze|Hawlucha:80:Adamant:Unburden:White Herb:6 HP / 252 Atk / 252 Spe:NONE:Close Combat;Acrobatics;Swords Dance;Poison Jab|Cacturne:80:Timid:Water Absorb:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Energy Ball;Sucker Punch;Dark Pulse;Scorching Sands|Chi-Yu:80:Timid:Beads of Ruin:Choice Specs:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA:Heat Wave;Dark Pulse;Psychic;Hidden Power Grass|Camerupt-Mega:80:Modest:Sheer Force:Cameruptite:6 HP / 252 SpA / 252 Spe:NONE:Heat Wave;Ancient Power;Earth Power;Eruption|Groudon-Primal:80:Jolly:Desolate Land:Red Orb:6 HP / 252 Atk / 252 Spe:NONE:Fire Punch;Precipice Blades;Body Press;Rock Slide	727,701,332,1397,937,955	0	True	0	Dark,Fighting,Fire,Flying,Grass,Ground,Normal,Poison,Psychic,Rock	NONE	NONE	Ground:4,Water:4,Fighting:3	269	112	219	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:POKEFAN ISABEL:1	POKEFAN ISABEL	Mini bosses	NONE	Mini bosses	Route 110	1	NORMAL (MGM off)	double	NONE	2	scales_to_player	UNK	UNK	Plusle:Player's Highest Lv -3:Timid:Transistor:Magnet:NONE:NONE:Grass Knot;Signal Beam;Electroweb;Charge Beam|Mantine:Player's Highest Lv -2:Calm:Water Absorb:Sitrus Berry:NONE:NONE:Bubble Beam;Icy Wind;Air Slash;Roost	311,226	0	True	0	Bug,Electric,Flying,Grass,Ice,Water	NONE	NONE	Ground:1,Rock:1,Electric:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:POKEFAN KALEB:1	POKEFAN KALEB	Mini bosses	NONE	Mini bosses	UNK	1	NORMAL (MGM off)	double	NONE	2	scales_to_player	UNK	UNK	Minun:Player's Highest Lv -3:Jolly:Galvanize:Magnet:NONE:NONE:Fake Out;Body Slam;Grass Knot;Quick Attack|Rhydon:Player's Highest Lv -2:Impish:Lightning Rod:Eviolite:NONE:NONE:Rock Tomb;Bulldoze;Brick Break;Cut	312,112	0	True	0	Fighting,Grass,Ground,Normal,Rock,Steel	NONE	NONE	Ground:2,Fighting:1,Steel:1,Water:1,Grass:1,Ice:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:COLLECTOR EDWIN:13	COLLECTOR EDWIN	Mini bosses	NONE	Mini bosses	Route 110	13	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Ludicolo:Player's Highest Lv -2:Timid:Own Tempo:Coba Berry:NONE:NONE:Mega Drain;Bubble Beam;Aurora Beam;Fake Out|Stoutland:Player's Highest Lv -2:Jolly:Intimidate:Silk Scarf:NONE:NONE:Retaliate;Crunch;Thunder Fang;Psychic Fangs|Clodsire:Player's Highest Lv -2:Impish:Unaware:Black Sludge:NONE:NONE:Poison Jab;Bulldoze;Rock Tomb;Recover	272,508,1371	0	True	0	Dark,Electric,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Water	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:GUITARIST JOSEPH:25	GUITARIST JOSEPH	Mini bosses	NONE	Mini bosses	Route 110	25	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Slowbro-Galar:Player's Highest Lv -3:Modest:Quick Draw:Wise Glasses:NONE:NONE:Psybeam;Flash;Grass Knot;Venoshock|Crabominable:Player's Highest Lv -3:Adamant:Iron Fist:Punching Glove:NONE:NONE:Ice Punch;Mach Punch;Ice Shard;Drain Punch|Shiftry:Player's Highest Lv -3:Jolly:Wind Rider:Focus Sash:NONE:NONE:Fake Out;Night Slash;Razor Leaf;Sucker Punch|Lanturn:Player's Highest Lv -3:Modest:Water Absorb:Shuca Berry:NONE:NONE:Shock Wave;Scald;Icy Wind;Signal Beam	978,740,275,171	0	True	0	Bug,Dark,Electric,Fighting,Grass,Ice,Normal,Poison,Psychic,Water	NONE	NONE	Fighting:2,Flying:2,Ground:2,Fire:2,Fairy:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:PSYCHIC EDWARD:37	PSYCHIC EDWARD	Mini bosses	NONE	Mini bosses	Route 110	37	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Dachsbun:Player's Highest Lv -2:Adamant:Well-Baked Body:Pixie Plate:NONE:NONE:Play Rough;Body Press;Body Slam;Dig|Mudsdale:Player's Highest Lv -2:Impish:Stamina:Sitrus Berry:NONE:NONE:High Horsepower;Body Press;Rock Tomb;Heavy Slam|Cryogonal:Player's Highest Lv -2:Timid:Levitate:Never-Melt Ice:NONE:NONE:Freeze-Dry;Ice Shard;Ancient Power;Recover	1312,750,615	0	True	0	Fairy,Fighting,Ground,Ice,Normal,Rock,Steel	NONE	NONE	Steel:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:TRIATHLETE ALYSSA:49	TRIATHLETE ALYSSA	Mini bosses	NONE	Mini bosses	Route 110	49	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Exeggutor-Alola:Player's Highest Lv -3:Adamant:Harvest:Yache Berry:NONE:NONE:Dragon Tail;Seed Bomb;Egg Bomb;Brick Break|Heatmor:Player's Highest Lv -3:Timid:Flash Fire:Charcoal:NONE:NONE:Flame Burst;Giga Drain;Scorching Sands;Will-O-Wisp|Bellibolt:Player's Highest Lv -3:Bold:Electromorphosis:Sitrus Berry:NONE:NONE:Discharge;Mud Shot;Muddy Water;Slack Off|Machoke:Player's Highest Lv -3:Jolly:Guts:Eviolite:NONE:NONE:Drain Punch;Knock Off;Bulk Up;Rock Slide	972,631,1327,67	0	True	0	Dark,Dragon,Electric,Fighting,Fire,Grass,Ground,Normal,Rock,Water	NONE	NONE	Flying:2,Ground:2,Fairy:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:BREEDER EZEKIEL:61	BREEDER EZEKIEL	Mini bosses	NONE	Mini bosses	Route 117	61	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Loudred:Player's Highest Lv -4:Modest:Punk Rock:Throat Spray:6 HP / 252 SpA / 252 Spe:NONE:Hyper Voice;Shock Wave;Water Pulse;Shadow Ball|Pignite:Player's Highest Lv -4:Adamant:Thick Fat:Muscle Band:6 HP / 252 Atk / 252 Spe:NONE:Brick Break;Fire Punch;Sucker Punch;Flame Charge|Orbeetle:Player's Highest Lv -4:Calm:Swarm:Sitrus Berry:252 HP / 6 SpA / 252 SpD:NONE:Signal Beam;Psyshock;Giga Drain;Confuse Ray|Flamigo:Player's Highest Lv -4:Jolly:Scrappy:Fighting Gem:6 HP / 252 Atk / 252 Spe:NONE:Jump Kick;Acrobatics;Roost;Facade|Spiritomb:Player's Highest Lv -4:Relaxed:Intimidate:Sitrus Berry:252 HP / 252 Def / 6 SpA:NONE:Dark Pulse;Hex;Shadow Sneak;Will-O-Wisp	294,499,826,1362,442	0	True	0	Bug,Dark,Electric,Fighting,Fire,Flying,Ghost,Grass,Normal,Psychic,Water	NONE	NONE	Flying:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:BREEDER LYDIA:73	BREEDER LYDIA	Mini bosses	NONE	Mini bosses	Route 117	73	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Glimmet:Player's Highest Lv -4:Bold:Toxic Debris:Air Balloon:252 HP / 252 Def / 6 SpA:NONE:Ancient Power;Sludge Bomb;Energy Ball;Dazzling Gleam|Bayleef:Player's Highest Lv -4:Bold:Overgrow:Eviolite:252 HP / 252 Def / 6 SpA:NONE:Mega Drain;Synthesis;Poison Powder;Flash|Seviper:Player's Highest Lv -4:Jolly:Merciless:Poison Barb:6 HP / 252 Atk / 252 Spe:NONE:Poison Jab;Night Slash;Bulldoze;Toxic|Miltank:Player's Highest Lv -4:Jolly:Thick Fat:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Body Slam;Milk Drink;Thunder Punch;Toxic|Sneasel-Hisui:Player's Highest Lv -4:Jolly:Poison Touch:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Cross Poison;Ice Punch;Rock Smash	1358,153,336,241,999	0	True	0	Dark,Electric,Fairy,Fighting,Grass,Ground,Ice,Normal,Poison,Rock	NONE	NONE	Ground:3,Psychic:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Mini bosses:HIKER TRENT:85	HIKER TRENT	Mini bosses	NONE	Mini bosses	Route 112	85	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Avalugg-Hisui:Player's Highest Lv -2:Impish:Sturdy:Never-Melt Ice:252 HP / 6 Atk / 252 Def:NONE:Avalanche;Body Press;Rock Slide;Ice Shard|Runerigus:Player's Highest Lv -2:Impish:Shadow Shield:Leftovers:252 HP / 6 Atk / 252 Def:NONE:Shadow Claw;Earthquake;Shadow Sneak;Stone Edge|Turtonator:Player's Highest Lv -2:Calm:Dauntless Shield:White Herb:252 HP / 6 SpA / 252 SpD:NONE:Flamethrower;Aura Sphere;Dragon Pulse;Shell Smash|Bellossom:Player's Highest Lv -2:Timid:Chlorophyll:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Giga Drain;Sludge Bomb;Quiver Dance;Moonblast	1007,867,776,182	0	True	0	Dragon,Fairy,Fighting,Fire,Ghost,Grass,Ground,Ice,Poison,Rock	NONE	NONE	Ground:2,Rock:2,Steel:2,Water:2,Grass:2,Ice:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
