lineage	checkpoint	form_used	form_stage	raw	floor	vorp	lin_median	dead_weight_penalty	adjusted
1236	18	Alcremie-Berry-Ruby-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1236	19	Alcremie-Berry-Ruby-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1237	7	Alcremie-Berry-Matcha-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1237	8	Alcremie-Berry-Matcha-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1237	9	Alcremie-Berry-Matcha-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1237	10	Alcremie-Berry-Matcha-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1237	11	Alcremie-Berry-Matcha-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1237	12	Alcremie-Berry-Matcha-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1237	13	Alcremie-Berry-Matcha-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1237	14	Alcremie-Berry-Matcha-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1237	15	Alcremie-Berry-Matcha-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1237	16	Alcremie-Berry-Matcha-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1237	17	Alcremie-Berry-Matcha-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1237	18	Alcremie-Berry-Matcha-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1237	19	Alcremie-Berry-Matcha-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1238	7	Alcremie-Berry-Mint-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1238	8	Alcremie-Berry-Mint-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1238	9	Alcremie-Berry-Mint-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1238	10	Alcremie-Berry-Mint-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1238	11	Alcremie-Berry-Mint-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1238	12	Alcremie-Berry-Mint-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1238	13	Alcremie-Berry-Mint-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1238	14	Alcremie-Berry-Mint-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1238	15	Alcremie-Berry-Mint-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1238	16	Alcremie-Berry-Mint-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1238	17	Alcremie-Berry-Mint-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1238	18	Alcremie-Berry-Mint-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1238	19	Alcremie-Berry-Mint-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1239	7	Alcremie-Berry-Lemon-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1239	8	Alcremie-Berry-Lemon-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1239	9	Alcremie-Berry-Lemon-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1239	10	Alcremie-Berry-Lemon-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1239	11	Alcremie-Berry-Lemon-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1239	12	Alcremie-Berry-Lemon-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1239	13	Alcremie-Berry-Lemon-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1239	14	Alcremie-Berry-Lemon-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1239	15	Alcremie-Berry-Lemon-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1239	16	Alcremie-Berry-Lemon-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1239	17	Alcremie-Berry-Lemon-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1239	18	Alcremie-Berry-Lemon-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1239	19	Alcremie-Berry-Lemon-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1240	7	Alcremie-Berry-Salted-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1240	8	Alcremie-Berry-Salted-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1240	9	Alcremie-Berry-Salted-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1240	10	Alcremie-Berry-Salted-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1240	11	Alcremie-Berry-Salted-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1240	12	Alcremie-Berry-Salted-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1240	13	Alcremie-Berry-Salted-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1240	14	Alcremie-Berry-Salted-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1240	15	Alcremie-Berry-Salted-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1240	16	Alcremie-Berry-Salted-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1240	17	Alcremie-Berry-Salted-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1240	18	Alcremie-Berry-Salted-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1240	19	Alcremie-Berry-Salted-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1241	7	Alcremie-Berry-Ruby-Swirl	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1241	8	Alcremie-Berry-Ruby-Swirl	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1241	9	Alcremie-Berry-Ruby-Swirl	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1241	10	Alcremie-Berry-Ruby-Swirl	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1241	11	Alcremie-Berry-Ruby-Swirl	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1241	12	Alcremie-Berry-Ruby-Swirl	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1241	13	Alcremie-Berry-Ruby-Swirl	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1241	14	Alcremie-Berry-Ruby-Swirl	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1241	15	Alcremie-Berry-Ruby-Swirl	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1241	16	Alcremie-Berry-Ruby-Swirl	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1241	17	Alcremie-Berry-Ruby-Swirl	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1241	18	Alcremie-Berry-Ruby-Swirl	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1241	19	Alcremie-Berry-Ruby-Swirl	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1242	7	Alcremie-Berry-Caramel-Swirl	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1242	8	Alcremie-Berry-Caramel-Swirl	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1242	9	Alcremie-Berry-Caramel-Swirl	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1242	10	Alcremie-Berry-Caramel-Swirl	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1242	11	Alcremie-Berry-Caramel-Swirl	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1242	12	Alcremie-Berry-Caramel-Swirl	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1242	13	Alcremie-Berry-Caramel-Swirl	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1242	14	Alcremie-Berry-Caramel-Swirl	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1242	15	Alcremie-Berry-Caramel-Swirl	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1242	16	Alcremie-Berry-Caramel-Swirl	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1242	17	Alcremie-Berry-Caramel-Swirl	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1242	18	Alcremie-Berry-Caramel-Swirl	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1242	19	Alcremie-Berry-Caramel-Swirl	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1243	7	Alcremie-Berry-Rainbow-Swirl	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1243	8	Alcremie-Berry-Rainbow-Swirl	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1243	9	Alcremie-Berry-Rainbow-Swirl	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1243	10	Alcremie-Berry-Rainbow-Swirl	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1243	11	Alcremie-Berry-Rainbow-Swirl	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1243	12	Alcremie-Berry-Rainbow-Swirl	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1243	13	Alcremie-Berry-Rainbow-Swirl	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1243	14	Alcremie-Berry-Rainbow-Swirl	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1243	15	Alcremie-Berry-Rainbow-Swirl	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1243	16	Alcremie-Berry-Rainbow-Swirl	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1243	17	Alcremie-Berry-Rainbow-Swirl	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1243	18	Alcremie-Berry-Rainbow-Swirl	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1243	19	Alcremie-Berry-Rainbow-Swirl	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1244	7	Alcremie-Love-Vanilla-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1244	8	Alcremie-Love-Vanilla-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1244	9	Alcremie-Love-Vanilla-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1244	10	Alcremie-Love-Vanilla-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1244	11	Alcremie-Love-Vanilla-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1244	12	Alcremie-Love-Vanilla-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1244	13	Alcremie-Love-Vanilla-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1244	14	Alcremie-Love-Vanilla-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1244	15	Alcremie-Love-Vanilla-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1244	16	Alcremie-Love-Vanilla-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1244	17	Alcremie-Love-Vanilla-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1244	18	Alcremie-Love-Vanilla-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1244	19	Alcremie-Love-Vanilla-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1245	7	Alcremie-Love-Ruby-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1245	8	Alcremie-Love-Ruby-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1245	9	Alcremie-Love-Ruby-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1245	10	Alcremie-Love-Ruby-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1245	11	Alcremie-Love-Ruby-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1245	12	Alcremie-Love-Ruby-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1245	13	Alcremie-Love-Ruby-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1245	14	Alcremie-Love-Ruby-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1245	15	Alcremie-Love-Ruby-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1245	16	Alcremie-Love-Ruby-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1245	17	Alcremie-Love-Ruby-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1245	18	Alcremie-Love-Ruby-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1245	19	Alcremie-Love-Ruby-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1246	7	Alcremie-Love-Matcha-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1246	8	Alcremie-Love-Matcha-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1246	9	Alcremie-Love-Matcha-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1246	10	Alcremie-Love-Matcha-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1246	11	Alcremie-Love-Matcha-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1246	12	Alcremie-Love-Matcha-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1246	13	Alcremie-Love-Matcha-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1246	14	Alcremie-Love-Matcha-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1246	15	Alcremie-Love-Matcha-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1246	16	Alcremie-Love-Matcha-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1246	17	Alcremie-Love-Matcha-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1246	18	Alcremie-Love-Matcha-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1246	19	Alcremie-Love-Matcha-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1247	7	Alcremie-Love-Mint-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1247	8	Alcremie-Love-Mint-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1247	9	Alcremie-Love-Mint-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1247	10	Alcremie-Love-Mint-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1247	11	Alcremie-Love-Mint-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1247	12	Alcremie-Love-Mint-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1247	13	Alcremie-Love-Mint-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1247	14	Alcremie-Love-Mint-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1247	15	Alcremie-Love-Mint-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1247	16	Alcremie-Love-Mint-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1247	17	Alcremie-Love-Mint-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1247	18	Alcremie-Love-Mint-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1247	19	Alcremie-Love-Mint-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1248	7	Alcremie-Love-Lemon-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1248	8	Alcremie-Love-Lemon-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1248	9	Alcremie-Love-Lemon-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1248	10	Alcremie-Love-Lemon-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1248	11	Alcremie-Love-Lemon-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1248	12	Alcremie-Love-Lemon-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1248	13	Alcremie-Love-Lemon-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1248	14	Alcremie-Love-Lemon-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1248	15	Alcremie-Love-Lemon-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1248	16	Alcremie-Love-Lemon-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1248	17	Alcremie-Love-Lemon-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1248	18	Alcremie-Love-Lemon-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1248	19	Alcremie-Love-Lemon-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1249	7	Alcremie-Love-Salted-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1249	8	Alcremie-Love-Salted-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1249	9	Alcremie-Love-Salted-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1249	10	Alcremie-Love-Salted-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1249	11	Alcremie-Love-Salted-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1249	12	Alcremie-Love-Salted-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1249	13	Alcremie-Love-Salted-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1249	14	Alcremie-Love-Salted-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1249	15	Alcremie-Love-Salted-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1249	16	Alcremie-Love-Salted-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1249	17	Alcremie-Love-Salted-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1249	18	Alcremie-Love-Salted-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1249	19	Alcremie-Love-Salted-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1250	7	Alcremie-Love-Ruby-Swirl	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1250	8	Alcremie-Love-Ruby-Swirl	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1250	9	Alcremie-Love-Ruby-Swirl	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1250	10	Alcremie-Love-Ruby-Swirl	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1250	11	Alcremie-Love-Ruby-Swirl	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1250	12	Alcremie-Love-Ruby-Swirl	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1250	13	Alcremie-Love-Ruby-Swirl	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1250	14	Alcremie-Love-Ruby-Swirl	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1250	15	Alcremie-Love-Ruby-Swirl	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1250	16	Alcremie-Love-Ruby-Swirl	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1250	17	Alcremie-Love-Ruby-Swirl	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1250	18	Alcremie-Love-Ruby-Swirl	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1250	19	Alcremie-Love-Ruby-Swirl	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1251	7	Alcremie-Love-Caramel-Swirl	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1251	8	Alcremie-Love-Caramel-Swirl	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1251	9	Alcremie-Love-Caramel-Swirl	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1251	10	Alcremie-Love-Caramel-Swirl	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1251	11	Alcremie-Love-Caramel-Swirl	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1251	12	Alcremie-Love-Caramel-Swirl	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1251	13	Alcremie-Love-Caramel-Swirl	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1251	14	Alcremie-Love-Caramel-Swirl	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1251	15	Alcremie-Love-Caramel-Swirl	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1251	16	Alcremie-Love-Caramel-Swirl	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1251	17	Alcremie-Love-Caramel-Swirl	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1251	18	Alcremie-Love-Caramel-Swirl	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1251	19	Alcremie-Love-Caramel-Swirl	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1252	7	Alcremie-Love-Rainbow-Swirl	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1252	8	Alcremie-Love-Rainbow-Swirl	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1252	9	Alcremie-Love-Rainbow-Swirl	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1252	10	Alcremie-Love-Rainbow-Swirl	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1252	11	Alcremie-Love-Rainbow-Swirl	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1252	12	Alcremie-Love-Rainbow-Swirl	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1252	13	Alcremie-Love-Rainbow-Swirl	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1252	14	Alcremie-Love-Rainbow-Swirl	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1252	15	Alcremie-Love-Rainbow-Swirl	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1252	16	Alcremie-Love-Rainbow-Swirl	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1252	17	Alcremie-Love-Rainbow-Swirl	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1252	18	Alcremie-Love-Rainbow-Swirl	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1252	19	Alcremie-Love-Rainbow-Swirl	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1253	7	Alcremie-Star-Vanilla-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1253	8	Alcremie-Star-Vanilla-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1253	9	Alcremie-Star-Vanilla-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1253	10	Alcremie-Star-Vanilla-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1253	11	Alcremie-Star-Vanilla-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1253	12	Alcremie-Star-Vanilla-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1253	13	Alcremie-Star-Vanilla-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1253	14	Alcremie-Star-Vanilla-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1253	15	Alcremie-Star-Vanilla-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1253	16	Alcremie-Star-Vanilla-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1253	17	Alcremie-Star-Vanilla-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1253	18	Alcremie-Star-Vanilla-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1253	19	Alcremie-Star-Vanilla-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1254	7	Alcremie-Star-Ruby-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1254	8	Alcremie-Star-Ruby-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1254	9	Alcremie-Star-Ruby-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1254	10	Alcremie-Star-Ruby-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1254	11	Alcremie-Star-Ruby-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1254	12	Alcremie-Star-Ruby-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1254	13	Alcremie-Star-Ruby-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1254	14	Alcremie-Star-Ruby-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1254	15	Alcremie-Star-Ruby-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1254	16	Alcremie-Star-Ruby-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1254	17	Alcremie-Star-Ruby-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1254	18	Alcremie-Star-Ruby-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1254	19	Alcremie-Star-Ruby-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1255	7	Alcremie-Star-Matcha-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1255	8	Alcremie-Star-Matcha-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1255	9	Alcremie-Star-Matcha-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1255	10	Alcremie-Star-Matcha-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1255	11	Alcremie-Star-Matcha-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1255	12	Alcremie-Star-Matcha-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1255	13	Alcremie-Star-Matcha-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1255	14	Alcremie-Star-Matcha-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1255	15	Alcremie-Star-Matcha-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1255	16	Alcremie-Star-Matcha-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
1255	17	Alcremie-Star-Matcha-Cream	1	0.5461	0.3543	0.0468	0.6089	0.0628	0.4833
1255	18	Alcremie-Star-Matcha-Cream	1	0.5753	0.3192	0.0709	0.6089	0.0336	0.5417
1255	19	Alcremie-Star-Matcha-Cream	1	0.6089	0.3846	0.0999	0.6089	0	0.6089
1256	7	Alcremie-Star-Mint-Cream	1	0.6173	0.3903	0.0948	0.6089	0	0.6173
1256	8	Alcremie-Star-Mint-Cream	1	0.6118	0.3482	0.0785	0.6089	0	0.6118
1256	9	Alcremie-Star-Mint-Cream	1	0.5691	0.3151	0.0475	0.6089	0.0398	0.5293
1256	10	Alcremie-Star-Mint-Cream	1	0.6562	0.3937	0.14	0.6089	0	0.6562
1256	11	Alcremie-Star-Mint-Cream	1	0.6738	0.5264	0.0911	0.6089	0	0.6738
1256	12	Alcremie-Star-Mint-Cream	1	0.5168	0.3648	0.0059	0.6089	0.0921	0.4247
1256	13	Alcremie-Star-Mint-Cream	1	0.6483	0.4073	0.0866	0.6089	0	0.6483
1256	14	Alcremie-Star-Mint-Cream	1	0.6093	0.3849	0.0638	0.6089	0	0.6093
1256	15	Alcremie-Star-Mint-Cream	1	0.6043	0.4441	0.0662	0.6089	0.0046	0.5997
1256	16	Alcremie-Star-Mint-Cream	1	0.5699	0.3858	0.0319	0.6089	0.039	0.5309
