entity_type	entity_name	internal_id	location	sub_area	region	acquisition_method	cost	currency	quantity	repeatable	prerequisites	earliest_gate	gate_basis	trade_given	trade_received	vendor_stock	missable	missable_reason	source_file	confidence	notes	reward_trainer
TM	TM127 Air Slash	403	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM128 Hex	506	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM129 Mystical Fire	595	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM130 Seed Bomb	402	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM131 Leaf Blade	348	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM132 Knock Off	282	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM133 Power Gem	408	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM134 Rock Blast	350	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM135 Pin Missile	42	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM136 Icicle Spear	333	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM137 Tail Slap	541	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM138 Arm Thrust	292	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM139 Foul Play	492	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM140 Iron Defense	334	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM141 Nasty Plot	417	Petalburg City, from Norman after defeating him		Hoenn	reward/ground			1	one_time	after norman	11_Pre-Route119-Rival	after norman				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM142 Earth Power	414	Jagged Pass, on the ground along the East side		Hoenn	reward/ground			1	one_time	location reachability	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM143 Aura Sphere	396	Jagged Pass, from Maylene after defeating her		Hoenn	reward/ground			1	one_time	location reachability	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM144 Heat Wave	257	Lavaridge Town, fromFlannery after defeating her		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM145 Hurricane	542	Fortree City, from Winona after defeating her		Hoenn	reward/ground			1	one_time	after winona	13_Pre-Dawn-Lilycove	after winona				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM146 Power Whip	438	Trick House, reward for completing second puzzle		Hoenn	reward/ground			1	one_time	location reachability	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM147 High Horsepower	630	Route 120, from Byron after defeating him		Hoenn	reward/ground			1	one_time	location reachability	13_Pre-Dawn-Lilycove	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM148 Bug Buzz	405	Trick House, reward for completing second puzzle		Hoenn	reward/ground			1	one_time	location reachability	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM149 Phantom Force	566	Route 115, on the ground, requires Surf		Hoenn	reward/ground			1	one_time	location reachability	08_Pre-Flannery	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM150 Flare Blitz	394	Lavaridge Town, fromFlannery after defeating her		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM151 Stored Power	500	Fortree City, from the old woman after completing her puzzle		Hoenn	reward/ground			1	one_time	location reachability	12_Pre-Winona	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM152 Gunk Shot	441	Trick House, reward for completing first puzzle		Hoenn	reward/ground			1	one_time	location reachability	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM153 Tailwind	366	Fortree City, from Winona after defeating her		Hoenn	reward/ground			1	one_time	after winona	13_Pre-Dawn-Lilycove	after winona				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM154 Megahorn	224	Trick House, reward for completing second puzzle		Hoenn	reward/ground			1	one_time	location reachability	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM155 Draco Meteor	434	Evergrande City, from Dawn after defeating her and Rival		Hoenn	reward/ground			1	one_time	location reachability	18_Pre-Wally-VictoryRoad	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM156 Close Combat	370	Mauville City, from Wattson after shutting down the generator in New Mauville		Hoenn	reward/ground			1	one_time	after wattson	07_Pre-MtChimney-Magma	after wattson				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM157 Moonblast	585	Sootopolis City, from Juan after defeating him		Hoenn	reward/ground			1	one_time	after juan	18_Pre-Wally-VictoryRoad	after juan				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM158 Body Slam	34	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM159 Play rough	583	Fallarbor Town, from the former Move Tutor after defeating Flannery		Hoenn	reward/ground			1	one_time	after flannery	09_Pre-TrickHouse	after flannery				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM160 Water Pulse	352	Route 118, on the ground, past two trainers		Hoenn	reward/ground			1	one_time	location reachability	11_Pre-Route119-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM161 Dark Hole	849	Post game		Hoenn	reward/ground			1	one_time	postgame text	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM162 Sludge	124	Wave Mt. Pyre, outside on a rocky ledge		Hoenn	reward/ground			1	one_time	location reachability	14_Pre-Archie-AquaHideout	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM163 Supercell Slam	844	Evergrande City, from Volkner after defeating him		Hoenn	reward/ground			1	one_time	location reachability	18_Pre-Wally-VictoryRoad	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM164 Temper Flare	843	Fiery Path, on the ground in the northwest corner, requires Strength		Hoenn	reward/ground			1	one_time	location reachability	07_Pre-MtChimney-Magma	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM165 Scale Shot	727	Victory Road, floor B2F on the ground, must fight Expert to reach		Hoenn	reward/ground			1	one_time	after victory road	18_Pre-Wally-VictoryRoad	after victory road				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM166 Psychic	94	Noise Granite Cave, floor B2F on the ground, requires Mach Bike		Hoenn	reward/ground			1	one_time	location reachability	03_Pre-Brawly	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM167 Alluring Voice	842	Rusturf Tunnel, on the ground near the Verdanturf Town entrance		Hoenn	reward/ground			1	one_time	location reachability	06_Pre-Wattson	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM168 Vacuum Wave	410	Route 110, on the ground below Cycling Road		Hoenn	reward/ground			1	one_time	location reachability	05_Pre-Route110-Rival	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM169 Spikes	191	Mauville City’s Game Corner		Hoenn	reward/ground			1	one_time	location reachability	06_Pre-Wattson	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM170 Steel Beam	724	Post game Mart at the Battle Frontier		Hoenn	reward/ground			1	one_time	postgame text	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM171 Draco Barrage	850	Post game Mart at the Battle Frontier		Hoenn	reward/ground			1	one_time	postgame text	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM172 Heavy Slam	484	Route 125, from Roark after defeating him		Hoenn	reward/ground			1	one_time	location reachability	16_Pre-Seafloor-Cavern	location reachability				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
TM	TM173 Gravity	356	Mauville City’s Game Corner		Hoenn	reward/ground			1	one_time	location reachability	06_Pre-Wattson	location reachability				UNK		General_Documents___Locations.xlsx	Measured	NONE	
TM	TM174 Misty Explosion	730	Sootopolis City, from Juan after defeating him; Post game Mart at the Battle Frontier		Hoenn	reward/ground			1	one_time	postgame text	postgame	postgame text				UNK		General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
HM	HM001 Cut	15	Rustboro City, from the manin the house next to the Poke Center after defeating Roxanne		Hoenn	reward/ground			1	one_time	UNK	02_Pre-Rustboro-Rival	after roxanne				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	NONE	
HM	HM002 Fly	19	Route 110, from your Rival after defeating them		Hoenn	reward/ground			1	one_time	UNK	05_Pre-Route110-Rival	location reachability				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	NONE	
HM	HM003 Surf	57	Route 111, very south past the 3 boss batles		Hoenn	reward/ground			1	one_time	UNK	07_Pre-MtChimney-Magma	location reachability				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	NONE	
HM	HM004 Strength	70	Rusturf Tunnel, after smashing the rock separating the couple		Hoenn	reward/ground			1	one_time	UNK	02_Pre-Rustboro-Rival	location reachability				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	NONE	
HM	HM005 Flash	148	Granite Cave, from a hiker at the entrance		Hoenn	reward/ground			1	one_time	UNK	03_Pre-Brawly	location reachability				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	NONE	
HM	HM006 Rock Smash	249	Mauville City, from the Rock Smash Dude in his house		Hoenn	reward/ground			1	one_time	UNK	06_Pre-Wattson	location reachability				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	move name reconstructed from split columns	
HM	HM007 Waterfall	127	Sootopolis City, from Wallace in front of the Gym		Hoenn	reward/ground			1	one_time	UNK	18_Pre-Wally-VictoryRoad	after wallace				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	NONE	
HM	HM008 Dive	291	Given by Steven at his house in Mossdeep City after defeating Tate and Liza		Hoenn	reward/ground			1	one_time	UNK	16_Pre-Seafloor-Cavern	after tate				FALSE	HMs are required for progression	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Default city mart inventory	UNK	Any Pokemart in any city	General	Hoenn	purchase	UNK		unlimited	unlimited	UNK	UNK	no story anchor and no recognised place name				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	The clerk sells the same items in any city as vanilla unless specified otherwise.	
vendor_stock	Pomeg Berry Fee	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM015 - Electroweb	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM021 - Icy Wind	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM040 - Aerial Ace	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM087 - Low Kick	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM088 - Pluck	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM097 - Snarl	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM103 - Smack Down	UNK	Dewford Town’s Outdoor Clerks	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	03_Pre-Brawly	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Ability Capsule	UNK	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Chople Berry	555	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Colbur Berry	564	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Wacan Berry	552	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Ability Patch (after getting them)	UNK	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Charti Berry	561	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Chilan Berry	549	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Haban Berry	563	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Blue Shard	149	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Roseli Berry	566	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Shuca Berry	557	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Babiri Berry	565	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Red Shard	148	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Kasib Berry	562	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Coba Berry	558	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Kebia Berry	556	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Green Shard	151	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Occa Berry	550	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Pasho Berry	UNK	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Payapa Berry	559	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Yellow Shard	150	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Rindo Berry	553	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Yache Berry	554	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	Tanga Berry	560	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Berry vendor list (see 'All Free' note below)	
vendor_stock	All Free	UNK	Slateport City Market Various Vendors	Vendor	Hoenn	purchase	UNK		unlimited	unlimited	UNK	04_Pre-Aqua-Museum	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	Applies to listed berries at Slateport City Market vendors	
vendor_stock	Fire Stone	211	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Thunderstone	213	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Leaf Stone	214	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Water Stone	212	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Sun Stone	216	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Moon Stone	217	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Prism Scale	234	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Ice Stone	215	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Link Cable	UNK	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Dusk Stone	219	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Dawn Stone	220	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Shiny Stone	218	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	King’s Rock	465	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Metal Coat	441	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	Upgrade	228	Verdanturf Town Mart	Vendor	Hoenn	purchase	500	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM006 - Toxic	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM012 - Taunt	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM016 - Light Screen	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM017 - Protect	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM019 - Giga Drain	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM033 - Reflect	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM044 - Rest	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM049 - Leech Life	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
vendor_stock	TM062 - Silver Wind	UNK	Mauville City’s Game Corner (Middle woman)	Vendor	Hoenn	purchase	100	money	unlimited	unlimited	UNK	06_Pre-Wattson	location reachability				FALSE	vendor stock is repeatable	General_Documents___Locations.xlsx	Measured	NONE	
