sheet	trainer	header_row	location	variant	battle_format	col	species	held_item	field_effect	mega_ability	is_mega	level	level_mode	nature	ability	moves	n_moves	evs	ivs	species_id	item_id	illegal_moves	speed_stat	moves_source_typo
Rivals	DAWN	16	Route 104	NONE	single	4	Kubfu	Muscle Band	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Inner Focus	Rock Smash;Aerial Ace;Headbutt;Rock Tomb	4	NONE	NONE	891.0	475	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	6	Grovyle	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Adamant	Overgrow	Bullet Seed;Rock Tomb;Fury Cutter;Assurance	4	NONE	NONE	253.0	523	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	0	Golbat	Muscle Band	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Jolly	Sniper	Wing Attack;Cross Poison;Bite;U-turn	4	NONE	NONE	42.0	475	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	2	Hattrem	Wise Glasses	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Modest	Magic Bounce	Draining Kiss;Psybeam;Thunder Wave;Life Dew	4	NONE	NONE	857.0	476	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	4	Kubfu	Muscle Band	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Inner Focus	Rock Smash;Aerial Ace;Headbutt;Thunder Punch	4	NONE	NONE	891.0	475	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	6	Combusken	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Adamant	Striker	Double Kick;Rock Tomb;Flame Charge;Thunder Punch	4	NONE	NONE	256.0	523	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	0	Golbat	Muscle Band	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Jolly	Sniper	Wing Attack;Cross Poison;Bite;U-turn	4	NONE	NONE	42.0	475	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	2	Hattrem	Wise Glasses	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Modest	Magic Bounce	Draining Kiss;Psybeam;Thunder Wave;Life Dew	4	NONE	NONE	857.0	476	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	4	Kubfu	Muscle Band	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Inner Focus	Rock Smash;Aerial Ace;Headbutt;Fire Punch	4	NONE	NONE	891.0	475	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	6	Marshtomp	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Quiet	Torrent	Water Pulse;Rock Tomb;Mud Shot;Ice Punch	4	NONE	NONE	259.0	523	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	0	Crobat	Muscle Band	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Jolly	Sniper	Dual Wingbeat;Cross Poison;Bite;U-turn	4	NONE	NONE	169.0	475	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	2	Dragonair	Eviolite	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Impish	Shed Skin	Dragon Tail;Dragon Rage;Body Slam;Thunder Wave	4	NONE	NONE	148.0	494	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	4	Gorebyss	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Modest	Dazzling	Aurora Beam;Water Pulse;Draining Kiss;Psychic	4	NONE	NONE	368.0	523	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	6	Kubfu	Punching Glove	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Inner Focus	Drain Punch;Fire Punch;Thunder Punch;Ice Punch	4	NONE	NONE	891.0	902	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	8	Grovyle	Focus Sash	NONE	NONE	False	Player's Highest Lv	scales_to_player	Jolly	Overgrow	Leaf Blade;Rock Slide;Power-Up Punch;Low Sweep	4	80 Spe	NONE	253.0	481	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	0	Crobat	Muscle Band	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Jolly	Sniper	Dual Wingbeat;Cross Poison;Bite;U-turn	4	NONE	NONE	169.0	475	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	2	Metang	Eviolite	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Impish	Tough Claws	Metal Claw;Bullet Punch;Zen Headbutt;Bulldoze	4	NONE	NONE	375.0	494	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	4	Whimsicott	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Timid	Prankster	Giga Drain;Stun Spore;Leech Seed;Dazzling Gleam	4	NONE	NONE	547.0	523	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	6	Kubfu	Punching Glove	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Inner Focus	Drain Punch;Fire Punch;Thunder Punch;Ice Punch	4	NONE	NONE	891.0	902	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	8	Combusken	Focus Sash	NONE	NONE	False	Player's Highest Lv	scales_to_player	Modest	Blaze	Flame Burst;Scorching Sands;Quick Attack;Counter	4	80 Spe	NONE	256.0	481	2		NONE
Rivals	DAWN	16	Route 104	NONE	single	0	Crobat	Muscle Band	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Jolly	Sniper	Dual Wingbeat;Cross Poison;Bite;U-turn	4	NONE	NONE	169.0	475	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	2	Sliggoo-Hisui	Eviolite	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Calm	Sap Sipper	Dragon Breath;Flash Cannon;Water Pulse;Life Dew	4	NONE	NONE	1005.0	494	1		NONE
Rivals	DAWN	16	Route 104	NONE	single	4	Rapidash-Galar	Sitrus Berry	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Jolly	Immunity	Flame Wheel;Will-O-Wisp;Covet;Quick Attack	4	NONE	NONE	976.0	523	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	6	Kubfu	Punching Glove	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Inner Focus	Drain Punch;Fire Punch;Thunder Punch;Ice Punch	4	NONE	NONE	891.0	902	0		NONE
Rivals	DAWN	16	Route 104	NONE	single	8	Marshtomp	Focus Sash	NONE	NONE	False	Player's Highest Lv	scales_to_player	Brave	Torrent	Bulldoze;Rock Slide;Liquidation;Flip Turn	4	80 Atk	NONE	259.0	481	1		NONE
Rivals	WALLY	99	Mauville City	NONE	single	0	Drednaw	Sitrus Berry	NONE	NONE	False	30	fixed	Adamant	Strong Jaw	Crunch;Razor Shell;Rock Tomb;Brick Break	4	NONE	NONE	834.0	523	0	58	NONE
Rivals	WALLY	99	Mauville City	NONE	single	2	Kricketune	Sitrus Berry	NONE	NONE	False	30	fixed	Jolly	Technician	Bug Bite;Bulldoze;Aerial Ace;Rock Smash	4	NONE	NONE	402.0	523	0	68	NONE
Rivals	WALLY	99	Mauville City	NONE	single	4	Skarmory	Sitrus Berry	NONE	NONE	False	31	fixed	Impish	Sturdy	Steel Wing;Drill Peck;Roost;Toxic	4	NONE	NONE	227.0	523	0	58	NONE
Rivals	WALLY	99	Mauville City	NONE	single	6	Gardevoir	Wise Glasses	NONE	NONE	False	32	fixed	Timid	Trace	Draining Kiss;Psychic Noise;Magical Leaf;Shadow Ball	4	80 SpA	NONE	282.0	476	0	72	NONE
Rivals	DAWN	111	Route 111	NONE	single	0	Lopunny	Silk Scarf	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Jolly	Limber	Fake Out;Return;Thunder Punch;Drain Punch	4	6 HP / 252 Atk / 252 Spe	NONE	428.0	425	0		NONE
Rivals	DAWN	111	Route 111	NONE	single	2	Noivern	Expert Belt	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Timid	Infiltrator	Aeroblast;Dragon Pulse;Boomburst;Dark Pulse	4	6 HP / 252 SpA / 252 Spe	NONE	715.0	477	0		NONE
Rivals	DAWN	111	Route 111	NONE	single	4	Tsareena	Miracle Seed	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Jolly	Striker	Trop Kick;Triple Axel;High Jump Kick;Play Rough	4	6 HP / 252 Atk / 252 Spe	NONE	763.0	429	0		NONE
Rivals	DAWN	111	Route 111	NONE	single	6	Chandelure	Charcoal	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Timid	Flash Fire	Flamethrower;Shadow Ball;Psychic;Will-O-Wisp	4	6 HP / 252 SpA / 252 Spe	NONE	609.0	426	0		NONE
Rivals	DAWN	111	Route 111	NONE	single	8	Empoleon	NONE	NONE	Lightning Rod	True	Player's Highest Lv -1	scales_to_player	Modest	Torrent	Surf;Flash Cannon;Air Slash;Roost	4	252 HP / 6 SpA / 252 SpD	NONE	395.0	NONE	0		NONE
Rivals	WALLY	123	Route 110	NONE	single	0	Sneasler	Focus Sash	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Jolly	Unburden	Taunt;Dire Claw;Close Combat;Knock Off	4	6 HP / 252 Atk / 252 Spe	NONE	903.0	481	0		NONE
Rivals	WALLY	123	Route 110	NONE	single	2	Galvantula	Expert Belt	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Timid	Compound Eyes	Bug Buzz;Thunder;Giga Drain;Volt Switch	4	6 HP / 252 SpA / 252 Spe	NONE	596.0	477	0		NONE
Rivals	WALLY	123	Route 110	NONE	single	4	Corviknight	Rocky Helmet	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Impish	Unnerve	Body Press;Drill Peck;Iron Head;Roost	4	252 HP / 6 Atk / 252 Def	NONE	823.0	496	0		NONE
Rivals	WALLY	123	Route 110	NONE	single	6	Darmanitan	Life Orb	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Jolly	Sheer Force	Flare Blitz;Rock Slide;Superpower;Earthquake	4	6 HP / 252 Atk / 252 Spe	NONE	555.0	479	0		NONE
Rivals	WALLY	123	Route 110	NONE	single	8	Wishiwashi-School	Assault Vest	NONE	NONE	False	Player's Highest Lv -1	scales_to_player	Quiet	Schooling	Hydro Pump;Ice Beam;Hidden Power Grass;Flip Turn	4	252 HP / 6 Atk / 252 SpA	30 Atk / 30 SpA	1175.0	503	0		NONE
Rivals	WALLY	123	Route 110	NONE	single	10	Gardevoir	Gardevoirite	NONE	NONE	False	Player's Highest Lv	scales_to_player	Timid	Pixilate	Moonblast;Psychic;Focus Blast;Thunderbolt	4	6 HP / 252 SpA / 252 Spe	NONE	282.0	316	0		NONE
Rivals	WALLY	123	Route 110	NONE	single	0	Crobat	Scope Lens	NONE	NONE	False	64	fixed	Jolly	Sniper	Brave Bird;Cross Poison;Haze;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	169.0	471	0	254	NONE
Rivals	WALLY	123	Route 110	NONE	single	2	Dragonite	Lum Berry	NONE	NONE	False	64	fixed	Jolly	Multiscale	Dual Wingbeat;Dragon Claw;Iron Head;Dragon Dance	4	6 HP / 252 Atk / 252 Spe	NONE	149.0	522	0	183	NONE
Rivals	WALLY	123	Route 110	NONE	single	4	Gorebyss	White Herb	NONE	NONE	False	64	fixed	Modest	Dazzling	Ice Beam;Surf;Moonblast;Shell Smash	4	6 HP / 252 SpA / 252 Spe	NONE	368.0	460	0	131	NONE
Rivals	WALLY	123	Route 110	NONE	single	6	Urshifu	Expert Belt	NONE	NONE	False	64	fixed	Jolly	Unseen Fist	Drain Punch;Sucker Punch;Wicked Blow;Ice Punch	4	6 HP / 252 Atk / 252 Spe	NONE	892.0	477	0	207	NONE
Rivals	WALLY	123	Route 110	NONE	single	8	Armarouge	Life Orb	NONE	NONE	False	64	fixed	Modest	Mega Launcher	Armor Cannon;Aura Sphere;Psychic;Shadow Ball	4	6 HP / 252 SpA / 252 Spe	NONE	1324.0	479	0	161	NONE
Rivals	WALLY	123	Route 110	NONE	single	10	Sceptile-Mega	Sceptilite	NONE	NONE	False	64	fixed	Jolly	Technician	Dual Chop;Bullet Seed;Earthquake;Swords Dance	4	6 HP / 252 Atk / 252 Spe	NONE	927.0	313	0	275	NONE
Rivals	WALLY	123	Route 110	NONE	single	0	Crobat	Scope Lens	NONE	NONE	False	64	fixed	Jolly	Sniper	Brave Bird;Cross Poison;Haze;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	169.0	471	0	254	NONE
Rivals	WALLY	123	Route 110	NONE	single	2	Metagross	Air Balloon	NONE	NONE	False	64	fixed	Adamant	Tough Claws	Meteor Mash;Earthquake;Zen Headbutt;Bullet Punch	4	6 HP / 252 Atk / 252 Spe	NONE	376.0	497	0	154	NONE
Rivals	WALLY	123	Route 110	NONE	single	4	Whimsicott	Leftovers	NONE	NONE	False	64	fixed	Timid	Prankster	Giga Drain;Moonblast;Leech Seed;Stun Spore	4	6 HP / 252 SpA / 252 Spe	NONE	547.0	472	1	234	NONE
Rivals	WALLY	123	Route 110	NONE	single	6	Urshifu	Expert Belt	NONE	NONE	False	64	fixed	Jolly	Unseen Fist	Drain Punch;Sucker Punch;Wicked Blow;Ice Punch	4	6 HP / 252 Atk / 252 Spe	NONE	892.0	477	0	207	NONE
Rivals	WALLY	123	Route 110	NONE	single	8	Basculegion-F	Life Orb	NONE	NONE	False	64	fixed	Modest	Adaptability	Scald;Ice Beam;Psychic;Shadow Ball	4	6 HP / 252 SpA / 252 Spe	NONE	1234.0	479	0	165	NONE
Rivals	WALLY	123	Route 110	NONE	single	10	Blaziken-Mega	Blazikenite	NONE	NONE	False	64	fixed	Jolly	Striker	Thunderous Kick;Blaze Kick;Thunder Punch;Bulk Up	4	6 HP / 252 Atk / 252 Spe	NONE	928.0	314	0	212	NONE
Rivals	WALLY	123	Route 110	NONE	single	0	Crobat	Scope Lens	NONE	NONE	False	64	fixed	Jolly	Sniper	Brave Bird;Cross Poison;Haze;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	169.0	471	0	254	NONE
Rivals	WALLY	123	Route 110	NONE	single	2	Goodra-Hisui	Leftovers	NONE	NONE	False	64	fixed	Calm	Sap Sipper	Dragon Pulse;Wish;Flash Cannon;Toxic	4	252 HP / 6 SpA / 252 SpD	NONE	1006.0	472	1	101	NONE
Rivals	WALLY	123	Route 110	NONE	single	4	Rapidash-Galar	Air Balloon	NONE	NONE	False	64	fixed	Jolly	Flash Fire	Fire Lash;Will-O-Wisp;Play Rough;Wild Charge	4	6 HP / 252 Atk / 252 Spe	NONE	976.0	497	0	247	NONE
Rivals	WALLY	123	Route 110	NONE	single	6	Urshifu	Expert Belt	NONE	NONE	False	64	fixed	Jolly	Unseen Fist	Drain Punch;Sucker Punch;Wicked Blow;Ice Punch	4	6 HP / 252 Atk / 252 Spe	NONE	892.0	477	0	207	NONE
Rivals	WALLY	123	Route 110	NONE	single	8	Electrode-Hisui	Life Orb	NONE	NONE	False	64	fixed	Modest	Reckless	Thunderbolt;Chloroblast;Volt Switch;Flash Cannon	4	6 HP / 252 SpA / 252 Spe	30 Atk / 30 Def	996.0	479	0	257	NONE
Rivals	WALLY	123	Route 110	NONE	single	10	Swampert-Mega	Swampertite	NONE	NONE	False	64	fixed	Adamant	Swift Swim	Liquidation;Earthquake;Power-Up Punch;Avalanche	4	6 HP / 252 Atk / 252 Spe	NONE	929.0	315	1	154	NONE
Rivals	DAWN	171	Lilycove City	NONE	single	0	Lopunny	Life Orb	NONE	NONE	False	71	fixed	Jolly	Limber	Fake Out;Return;Thunder Punch;Close Combat	4	6 HP / 252 Atk / 252 Spe	NONE	428.0	479	0	242	NONE
Rivals	DAWN	171	Lilycove City	NONE	single	2	Noivern	Choice Specs	NONE	NONE	False	71	fixed	Timid	Infiltrator	Aeroblast;Dragon Pulse;Boomburst;Dark Pulse	4	6 HP / 252 SpA / 252 Spe	NONE	715.0	443	0	270	NONE
Rivals	DAWN	171	Lilycove City	NONE	single	4	Meowscarada	Expert Belt	NONE	NONE	False	71	fixed	Jolly	Protean	Knock Off;Flower Trick;Play Rough;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	1291.0	477	0	270	NONE
Rivals	DAWN	171	Lilycove City	NONE	single	6	Chandelure	Charcoal	NONE	NONE	False	71	fixed	Timid	Flash Fire	Flamethrower;Shadow Ball;Psychic;Will-O-Wisp	4	6 HP / 252 SpA / 252 Spe	NONE	609.0	426	0	203	NONE
Rivals	DAWN	171	Lilycove City	NONE	single	8	Iron Boulder	Booster Energy	NONE	NONE	False	71	fixed	Jolly	Quark Drive	Sacred Sword;Mighty Cleave;Psycho Cut;Megahorn	4	6 HP / 252 Atk / 252 Spe	NONE	1429.0	906	0	271	NONE
Rivals	DAWN	171	Lilycove City	NONE	single	10	Empoleon	NONE	NONE	Lightning Rod	True	71	fixed	Modest	Torrent	Surf;Flash Cannon;Air Slash;Roost	4	252 HP / 6 SpA / 252 SpD	NONE	395.0	NONE	0	112	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	0	Pheromosa	Focus Sash	NONE	NONE	False	84	fixed	Jolly	Beast Boost	U-turn;Triple Kick;Triple Axel;Poison Jab	4	6 HP / 252 Atk / 252 Spe	NONE	795.0	481	0	370	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	2	Noivern	Choice Specs	NONE	NONE	False	84	fixed	Timid	Infiltrator	Aeroblast;Draco Meteor;Boomburst;Dark Pulse	4	6 HP / 252 SpA / 252 Spe	NONE	715.0	443	0	319	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	4	Meowscarada	Expert Belt	NONE	NONE	False	84	fixed	Jolly	Protean	Knock Off;Flower Trick;Play Rough;Triple Axel	4	6 HP / 252 Atk / 252 Spe	NONE	1291.0	477	0	319	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	6	Blacephalon	Life Orb	NONE	NONE	False	84	fixed	Timid	Beast Boost	Flamethrower;Shadow Ball;Psychic;Mind Blown	4	6 HP / 252 SpA / 252 Spe	NONE	806.0	479	0	289	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	8	Iron Boulder	Booster Energy	NONE	NONE	False	84	fixed	Jolly	Quark Drive	Sacred Sword;Mighty Cleave;Psycho Cut;Megahorn	4	6 HP / 252 Atk / 252 Spe	NONE	1429.0	906	0	321	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	10	Empoleon	NONE	NONE	Lightning Rod	True	84	fixed	Modest	Torrent	Surf;Flash Cannon;Air Slash;Roost	4	252 HP / 6 SpA / 252 SpD	NONE	395.0	NONE	0	131	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	0	Crobat	Scope Lens	NONE	NONE	False	84	fixed	Jolly	Sniper	Brave Bird;Cross Poison;Leech Life;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	169.0	471	0	332	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	2	Dragonite	Lum Berry	NONE	NONE	False	84	fixed	Jolly	Multiscale	Dual Wingbeat;Dragon Claw;Iron Head;Dragon Dance	4	6 HP / 252 Atk / 252 Spe	NONE	149.0	522	0	239	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	4	Tapu Fini	Misty Seed	NONE	NONE	False	84	fixed	Timid	Misty Surge	Ice Beam;Hydro Pump;Moonblast;Grass Knot	4	6 HP / 252 SpA / 252 Spe	NONE	788.0	453	0	248	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	6	Urshifu	Expert Belt	NONE	NONE	False	84	fixed	Jolly	Unseen Fist	Close Combat;Sucker Punch;Wicked Blow;Ice Punch	4	6 HP / 252 Atk / 252 Spe	NONE	892.0	477	0	270	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	8	Volcarona	Heavy-Duty Boots	NONE	NONE	False	84	fixed	Timid	Flame Body	Fiery Dance;Bug Buzz;Quiver Dance;Giga Drain	4	6 HP / 252 SpA / 252 Spe	NONE	637.0		0	276	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	10	Sceptile-Mega	Sceptilite	NONE	NONE	False	84	fixed	Jolly	Technician	Dual Chop;Bullet Seed;Earthquake;Swords Dance	4	6 HP / 252 Atk / 252 Spe	NONE	927.0	313	0	359	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	0	Crobat	Scope Lens	NONE	NONE	False	84	fixed	Jolly	Sniper	Brave Bird;Cross Poison;Leech Life;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	169.0	471	0	332	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	2	Metagross	Air Balloon	NONE	NONE	False	84	fixed	Adamant	Tough Claws	Meteor Mash;Earthquake;Zen Headbutt;Bullet Punch	4	6 HP / 252 Atk / 252 Spe	NONE	376.0	497	0	201	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	4	Tapu Bulu	Grassy Seed	NONE	NONE	False	84	fixed	Jolly	Grassy Surge	Wood Hammer;Play Rough;Superpower;Zen Headbutt	4	6 HP / 252 Atk / 252 Spe	NONE	787.0	454	0	229	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	6	Urshifu	Expert Belt	NONE	NONE	False	84	fixed	Jolly	Unseen Fist	Close Combat;Sucker Punch;Wicked Blow;Ice Punch	4	6 HP / 252 Atk / 252 Spe	NONE	892.0	477	0	270	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	8	Milotic	Leftovers	NONE	NONE	False	84	fixed	Bold	Competitive	Bouncy Bubble;Ice Beam;Recover;Toxic	4	252 HP / 252 Def / 6 SpA	NONE	350.0	472	0	175	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	10	Blaziken-Mega	Blazikenite	NONE	NONE	False	84	fixed	Jolly	Striker	Thunderous Kick;Blaze Kick;Thunder Punch;Bulk Up	4	6 HP / 252 Atk / 252 Spe	NONE	928.0	314	0	276	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	0	Crobat	Scope Lens	NONE	NONE	False	84	fixed	Jolly	Sniper	Brave Bird;Cross Poison;Leech Life;U-turn	4	6 HP / 252 Atk / 252 Spe	NONE	169.0	471	0	332	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	2	Goodra-Hisui	Leftovers	NONE	NONE	False	84	fixed	Calm	Sap Sipper	Dragon Pulse;Wish;Flash Cannon;Toxic	4	252 HP / 6 SpA / 252 SpD	NONE	1006.0	472	1	131	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	4	Tapu Koko	Electric Seed	NONE	NONE	False	84	fixed	Jolly	Electric Surge	Supercell Slam;Return;Play Rough;Roost	4	6 HP / 252 Atk / 252 Spe	NONE	785.0	451	0	332	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	6	Urshifu	Expert Belt	NONE	NONE	False	84	fixed	Jolly	Unseen Fist	Close Combat;Sucker Punch;Wicked Blow;Ice Punch	4	6 HP / 252 Atk / 252 Spe	NONE	892.0	477	0	270	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	8	Ogerpon-Hearthflame	Hearthflame Mask	NONE	NONE	False	84	fixed	Jolly	Mold Breaker	Ivy Cudgel;Wood Hammer;Throat Chop;Swords Dance	4	6 HP / 252 Atk / 252 Spe	NONE	1418.0		0	294	NONE
Rivals	DAWN	183	Evergrande City	NONE	single	10	Swampert-Mega	Swampertite	NONE	NONE	False	84	fixed	Adamant	Swift Swim	Liquidation;Earthquake;Power-Up Punch;Avalanche	4	6 HP / 252 Atk / 252 Spe	NONE	929.0	315	1	201	NONE
Rivals	WALLY	231	Victory Road	NONE	single	0	Sneasler	Focus Sash	NONE	NONE	False	84	fixed	Jolly	Poison Touch	Close Combat;Dire Claw;Fake Out;Rock Slide	4	6 HP / 252 Atk / 252 Spe	NONE	903.0	481	1	313	NONE
Rivals	WALLY	231	Victory Road	NONE	single	2	Shaymin-Sky	Yache Berry	NONE	NONE	False	84	fixed	Timid	Serene Grace	Air Slash;Seed Flare;Earth Power;Psychic	4	6 HP / 252 SpA / 252 Spe	NONE	1072.0	554	0	326	NONE
Rivals	WALLY	231	Victory Road	NONE	single	4	Celesteela	Power Herb	NONE	NONE	False	84	fixed	Modest	Beast Boost	Meteor Beam;Flamethrower;Air Slash;Flash Cannon	4	6 HP / 252 SpA / 252 Spe	NONE	797.0	480	0	186	NONE
Rivals	WALLY	231	Victory Road	NONE	single	6	Darmanitan	Life Orb	NONE	NONE	False	84	fixed	Jolly	Sheer Force	Flare Blitz;Superpower;Rock Slide;Earthquake	4	6 HP / 252 Atk / 252 Spe	NONE	555.0	479	0	267	NONE
Rivals	WALLY	231	Victory Road	NONE	single	8	Raging Bolt	Booster Energy	NONE	NONE	False	84	fixed	Timid	Protosynthesis	Dragon Pulse;Thunderclap;Thunderbolt;Hyper Voice	4	6 HP / 252 SpA / 252 Spe	NONE	1428.0	906	0	229	NONE
Rivals	WALLY	231	Victory Road	NONE	single	10	Gardevoir-Mega	Gardevoirite	NONE	NONE	False	84	fixed	Timid	Pixilate	Hyper Voice;Psychic;Focus Blast;Calm Mind	4	6 HP / 252 SpA / 252 Spe	NONE	930.0	316	0	276	NONE
Team Aqua	GRUNT	1	Petalburg Woods	NONE	single	0	Poochyena	NONE	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Quick Feet	Bite;Tackle	2	NONE	NONE	261.0	NONE	0		NONE
Team Aqua	GRUNT	1	Petalburg Woods	NONE	single	2	Carvanha	NONE	NONE	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Rough Skin	Aqua Jet;Bite	2	NONE	NONE	318.0	NONE	0		NONE
Team Aqua	GRUNT	11	Whismur Cave	NONE	single	0	Glameow	Silk Scarf	MISTY TERRAIN	NONE	False	Player's Highest Lv -2	scales_to_player	Hardy	Own Tempo	Fake Out;Knock Off;U-turn;Facade	4	NONE	NONE	431.0	425	0		NONE
Team Aqua	GRUNT	11	Whismur Cave	NONE	single	2	Mightyena	Muscle Band	MISTY TERRAIN	NONE	False	Player's Highest Lv -2	scales_to_player	Adamant	Intimidate	Bite;Sucker Punch;Fire Fang;Thunder Fang	4	NONE	NONE	262.0	475	0		NONE
Team Aqua	GRUNT	11	Whismur Cave	NONE	single	4	Spoink	Sitrus Berry	MISTY TERRAIN	NONE	False	Player's Highest Lv -2	scales_to_player	Calm	Gluttony	Psybeam;Grass Knot;Flash;Icy Wind	4	NONE	NONE	325	NONE			NONE
Team Aqua	GRUNT1	24	Slateport Museum	NONE	single	0	Lokix	Muscle Band	NONE	NONE	False	30	fixed	Adamant	Tinted Lens	First Impression;Lunge;Assurance;Double Kick	4	NONE	NONE	1304.0	475	0	69	NONE
Team Aqua	BACK TO BACK	24		NONE	single	2	Qwilfish	Wacan Berry	NONE	NONE	False	28	fixed	Jolly	Intimidate	Barb Barrage;Waterfall;Aqua Jet;Revenge	4	NONE	NONE	211.0	552	0	67	NONE
Team Aqua	BACK TO BACK	24		NONE	single	4	Golisopod	Muscle Band	NONE	NONE	False	30	fixed	Adamant	Emergency Exit	First Impression;Razor Shell;Aqua Jet;Leech Life	4	NONE	NONE	768.0	475	1	38	NONE
Team Aqua	BACK TO BACK	24		NONE	single	6	Palpitoad	Eviolite	NONE	NONE	False	28	fixed	Timid	Water Absorb	Bubble Beam;Icy Wind;Mud Bomb;Uproar	4	NONE	NONE	536.0	494	1	57	NONE
Team Aqua	BACK TO BACK	24		NONE	single	8	Qwilfish-Hisui	Shuca Berry	NONE	NONE	False	28	fixed	Jolly	Intimidate	Barb Barrage;Throat Chop;Fell Stinger;Flip Turn	4	NONE	NONE	998.0	557	0	67	NONE
Team Aqua	ADMIN MATT	37	Weather Institute	NONE	double	0	Machamp-Mega	Machampite	NONE	NONE	False	64	fixed	Adamant	ORAORAORAORA	Mach Punch;Drain Punch;Thunder Punch;Fire Punch	4	6 HP / 252 Atk / 252 Spe	NONE	1500.0	983	0	161	NONE
